year,state_abbreviation,total_unemployed,total_labor_force,unemployment_rate,state_name
2019.0,AZ,164853.0,3432399.0,0.048028507175302174,Arizona
2019.0,CA,795715.0,19385265.0,0.041047414105507454,California
2019.0,CO,82629.0,3104692.0,0.02661423419778838,Colorado
2019.0,CT,69513.0,1931825.0,0.03598307300091882,Connecticut
2019.0,DE,17334.0,485873.0,0.03567598940463866,Delaware
2019.0,FL,333363.0,10256306.0,0.03250322289526073,Florida
2019.0,GA,184928.0,5165439.0,0.035801022914025316,Georgia
2019.0,HI,17297.0,686067.0,0.025211823335038706,Hawaii
2019.0,IA,46613.0,1742090.0,0.026756941375015067,Iowa
2019.0,ID,25671.0,888612.0,0.028888873884214933,Idaho
2019.0,IL,260230.0,6543692.0,0.0397680697685649,Illinois
2019.0,IN,112409.0,3399879.0,0.03306264722950435,Indiana
2019.0,KS,47754.0,1504424.0,0.031742381137232586,Kansas
2019.0,KY,84840.0,2064652.0,0.04109167065442505,Kentucky
2019.0,LA,97639.0,2101756.0,0.04645591591031499,Louisiana
2019.0,MA,116709.0,3848610.0,0.030324974471302626,Massachusetts
2019.0,MD,112655.0,3338484.0,0.03374435821768204,Maryland
2019.0,ME,20250.0,698262.0,0.029000575715132714,Maine
2019.0,MI,202561.0,4979527.0,0.04067876326406102,Michigan
2019.0,MN,102004.0,3111680.0,0.032781005758946935,Minnesota
2019.0,MO,99866.0,3073532.0,0.03249225971943679,Missouri
2019.0,MS,70423.0,1278966.0,0.0550624488844895,Mississippi
2019.0,MT,19045.0,543914.0,0.03501472659280695,Montana
2019.0,NC,193225.0,5000826.0,0.03863861690048804,North Carolina
2019.0,ND,8974.0,414126.0,0.02166973336617358,North Dakota
2019.0,NE,32643.0,1050394.0,0.031076910187986605,Nebraska
2019.0,NH,20006.0,778470.0,0.025699127776279113,New Hampshire
2019.0,NJ,162347.0,4687391.0,0.034634832041961085,New Jersey
2019.0,NM,47403.0,955802.0,0.04959499980121406,New Mexico
2019.0,NV,64073.0,1545119.0,0.041468003435334105,Nevada
2019.0,NY,380461.0,9850905.0,0.03862193372081042,New York
2019.0,OH,244466.0,5879406.0,0.041580050773836676,Ohio
2019.0,OK,57928.0,1843328.0,0.0314257690438164,Oklahoma
2019.0,OR,77624.0,2091461.0,0.03711472506539687,Oregon
2019.0,PA,284775.0,6576461.0,0.04330216510065216,Pennsylvania
2019.0,PR,90494.0,1090862.0,0.08295641428521665,Unknown
2019.0,RI,20222.0,574067.0,0.035225853428258375,Rhode Island
2019.0,SC,64648.0,2333534.0,0.027703903178612353,South Carolina
2019.0,SD,12936.0,464672.0,0.02783899180497211,South Dakota
2019.0,TN,111746.0,3339447.0,0.03346242656343999,Tennessee
2019.0,TX,492929.0,13927683.0,0.035392031826112065,Texas
2019.0,UT,41111.0,1619083.0,0.025391533355609317,Utah
2019.0,VA,122123.0,4419393.0,0.027633432917144957,Virginia
2019.0,VT,7375.0,353429.0,0.02086699167300929,Vermont
2019.0,WA,166887.0,3960893.0,0.04213368046044162,Washington
2019.0,WI,99837.0,3117744.0,0.0320221929703016,Wisconsin
2019.0,WV,39351.0,794878.0,0.04950571031026145,West Virginia
2019.0,WY,10932.0,294001.0,0.037183546994738116,Wyoming
2019.0,ia,22198.0,400641.0,0.055406211545997536,Unknown
2020.0,AK,28876.0,346555.0,0.08332299346424088,Alaska
2020.0,AL,144547.0,2263150.0,0.06386982745288647,Alabama
2020.0,AR,82610.0,1340559.0,0.061623546595114424,Arkansas
2020.0,AZ,271119.0,3471338.0,0.07810216118395846,Arizona
2020.0,CA,1921571.0,18958608.0,0.10135612277019494,California
2020.0,CO,208481.0,3082237.0,0.06763950987545733,Colorado
2020.0,CT,149438.0,1874253.0,0.07973203190817889,Connecticut
2020.0,DE,36377.0,486702.0,0.0747418338120657,Delaware
2020.0,FL,819300.0,10077042.0,0.08130362064582047,Florida
2020.0,GA,328771.0,5082878.0,0.06468205611073097,Georgia
2020.0,HI,77804.0,665962.0,0.1168294887696295,Hawaii
2020.0,IA,86206.0,1668412.0,0.05166949170828308,Iowa
2020.0,ID,49680.0,899810.0,0.055211655794000954,Idaho
2020.0,IL,585810.0,6321080.0,0.09267561872338272,Illinois
2020.0,IN,242502.0,3328788.0,0.07284993817569638,Indiana
2020.0,KS,87235.0,1501836.0,0.05808556992907348,Kansas
2020.0,KY,130354.0,2005220.0,0.06500733086643859,Kentucky
2020.0,LA,176800.0,2052042.0,0.08615808058509523,Louisiana
2020.0,MA,348243.0,3744257.0,0.09300723748396544,Massachusetts
2020.0,MD,208093.0,3230565.0,0.06441380996822538,Maryland
2020.0,ME,33993.0,671978.0,0.05058647753349068,Maine
2020.0,MI,485546.0,4861583.0,0.09987405336903638,Michigan
2020.0,MN,195375.0,3122025.0,0.06257957575611983,Minnesota
2020.0,MO,186170.0,3025793.0,0.06152767224988623,Missouri
2020.0,MS,99137.0,1244327.0,0.0796711796818682,Mississippi
2020.0,MT,31755.0,544500.0,0.05831955922865014,Montana
2020.0,NC,347609.0,4831166.0,0.07195136743386586,North Carolina
2020.0,ND,20214.0,409180.0,0.049401241507405054,North Dakota
2020.0,NE,44464.0,1045112.0,0.04254472247950459,Nebraska
2020.0,NH,50885.0,761423.0,0.06682881919773898,New Hampshire
2020.0,NJ,437407.0,4638388.0,0.09430151164585628,New Jersey
2020.0,NM,73397.0,931498.0,0.07879458678386857,New Mexico
2020.0,NV,203428.0,1505945.0,0.13508328657421087,Nevada
2020.0,NY,936410.0,9564417.0,0.09790560156463274,New York
2020.0,OH,469769.0,5736632.0,0.08188933855265598,Ohio
2020.0,OK,116045.0,1842833.0,0.0629709800074125,Oklahoma
2020.0,OR,159705.0,2107245.0,0.07578852957297325,Oregon
2020.0,PA,576537.0,6506486.0,0.08860958127013567,Pennsylvania
2020.0,RI,52456.0,570736.0,0.09190939418575313,Rhode Island
2020.0,SC,139395.0,2339147.0,0.05959223597319878,South Carolina
2020.0,SD,19401.0,464301.0,0.04178539352704388,South Dakota
2020.0,TN,245599.0,3299161.0,0.07444286592864065,Tennessee
2020.0,TX,1069433.0,13941511.0,0.07670854328487063,Texas
2020.0,UT,79452.0,1644199.0,0.048322617882628566,Utah
2020.0,VA,278957.0,4332349.0,0.06438931858906104,Virginia
2020.0,VT,19049.0,339759.0,0.056066211638249465,Vermont
2020.0,WA,331199.0,3891369.0,0.0851111780969628,Washington
2020.0,WI,199721.0,3100677.0,0.0644120622689819,Wisconsin
2020.0,WV,64095.0,777142.0,0.08247527478890601,West Virginia
2020.0,WY,17241.0,293608.0,0.058721152012206755,Wyoming
2020.0,ia,30541.0,386235.0,0.07907362098204461,Unknown
